,id,created_at,text,u_id,u_name,u_created_at,u_description,u_followers_count,type,c_country,u_screen_name,u_friends_count,location.lon,location.lat,geometry,index_right,name,base_year,name_eng,code
42530,225761230676164608,1342660646000.0,완소 와인상자 :)  메이드닌칠레!  @ 도미토리 (Domitory) http://t.co/jOexxqaI,149046086,쵸사장,1275033865000.0,"합정역 여행정보카페 도미토리

하나투어 상품, 항공권, 숙소예약, 패스 구입, 여행책자, 여행정보지, 여행일정 상담까지 일본 여행에 관련된 모든 것이 있는 카페랍니다 ^^

사슴x 순록o",948,ll,KOR,domitory_,652,126.91737771,37.55145039999999,POINT (126.91737771 37.55145039999999),210.0,서교동,2018,Seogyo-dong,1114066
84651,232803745891774464,1344339712000.0,와인부페 헤헤 (@ 상상마당 카페) http://t.co/NK76BaGC,137919782,Yooooo,1272427110000.0,"의지박약아.망상가.자유로운영혼
♥ & ☮",294,ll,KOR,_maniacc,284,126.92105234,37.55096981,POINT (126.92105234 37.55096981),210.0,서교동,2018,Seogyo-dong,1114066
84863,236770676441235457,1345285502000.0,Gals' out night- 이제 와인 고고! (@ Little Terrace) http://t.co/eDV5debP,164828564,Hee Jin Seo,1278711574000.0,"Shining/ 
River's wife/ 
Gaon's Mom/ 
Toefl Toeic Teps Instructor/
Jeju Island Admirer/
Shining River-the eternal sunshine",139,ll,KOR,shining0718,95,126.92233200000001,37.55194,POINT (126.922332 37.55194),210.0,서교동,2018,Seogyo-dong,1114066
102685,239704183886979072,1345984905000.0,오우 태우오빠의 추천맛집. 좋은 걸? (@ 오징어와 낙지가 통통 w/ 2 others) [pic]: http://t.co/pOMJXaOI,48865816,랑쑈,1245454503000.0,노래하는 사람/B2Lady 리더/블랙티 출신/홍대앞/주성치/음주가무/월드오브워크래프트/BL/만화/개드립/웃긴거/매운거/9010 댄스/콧수염/물놀이/4구/양갈래머리/디아블로3/리그오브레전드,1755,ll,KOR,Rangshow,421,126.92331499999999,37.554301,POINT (126.923315 37.554301),210.0,서교동,2018,Seogyo-dong,1114066
138449,239318924603318272,1345893052000.0,신나는섬 공연보러 옴!!! 9시 까지 기다려야함ㅡㅡ;; 와인한잔 비우는 중~~~ http://t.co/ln3vV3rr,240589057,서효순,1295510846000.0,"사회복지사 상식이 통하는 세상, 사람을 귀하게 여기는 세상이었으면 좋겠습니다. 우리 아이들이 사회,어른이 적이 아니라 같은 편이라고 생각했으면 좋겠습니다",431,ll,KOR,ppoyangee,291,126.93196299999998,37.554832,POINT (126.931963 37.554832),210.0,서교동,2018,Seogyo-dong,1114066
155779,231283283470729216,1343977206000.0,홍대 떡볶이 맛집 투어중 (@ Bar 삭 @홍대) http://t.co/SZ6k84fR,93981442,Warren,1259714038000.0,"Vamos!/ 양자리,O형,사람들,산악자전거,자출,건대입구,재즈,와인,사케,흑맥주,막걸리,재테크,보드,휘트니스,여행,미드,야구,운동영양학,스트레칭 #육식당 #알밤주당 당주 #와렌교 교주",1195,ll,KOR,yourWarren,450,126.92085828,37.55226041,POINT (126.92085828 37.55226041),210.0,서교동,2018,Seogyo-dong,1114066
177192,234276791467003905,1344690914000.0,"맛나다~~~^^
흐흐ㅡ 맛집♥ (@ 동강해물찜) #아임IN http://t.co/ZEtjQNMu",160797038,Lauren kong(꽁★),1277785278000.0,Brillant sunshine★,255,ll,KOR,kong9623,374,126.92240869,37.55679995,POINT (126.92240869 37.55679995),210.0,서교동,2018,Seogyo-dong,1114066
192566,241130613233565696,1346324992000.0,"@jchoun2050 목표3 / 통일정책""
통일은. 바리케이트 와인쎌라"" 축제의 술을 담자""
철조망이 풀처럼 변하고 와인이 숙성. 되든 우리는
기다림이 필요하다 그것이 통일의 기쁨이요 축제다""",393200806,신종춘,1318915177000.0,그~생산하는사람. 쇼생크탈출.운동본부.하트299.정책개발자.개발자.발견자.기획자.아리수에 핀 무궁화 꽃.통큰마. 음. 간큰마음환경Artist. 전략가.애풀2050환경Freedom is not free 운동본부발명가 . 환경마켓터,65,ll,KOR,jchoun2050,16,126.9123378,37.5529435,POINT (126.9123378 37.5529435),210.0,서교동,2018,Seogyo-dong,1114066
200789,234981536913567744,1344858938000.0,"커피리브레 나쁜피, 딸기레드와인.사천성후추 (@ 펠앤콜) [pic]: http://t.co/zgLFDTPC",213352845,Hyejoon Kim,1289239692000.0," '한때' (나폴레옹압구정/방배, ROSE bakery patisserie chef , 전 2대빵당#bbang당주) le cordon blue숙명Patisserie 
 '현재' 동네빵집 빵랑길을 헤메이는 중.
 '방랑빵객' '인천문예' 'Olive show 빵자문'",1773,ll,KOR,Miel_Jade,1581,126.92174553,37.55006875,POINT (126.92174553 37.55006875),210.0,서교동,2018,Seogyo-dong,1114066
208553,238460174841556992,1345688310000.0,와인잔에 있어도 술 아님@.@ 여기 분위기 굿~ (@ the famous Lamb) http://t.co/pGzUEDUV,48868797,sang-jun Park,1245455297000.0,"funny, new items, restaurant, marketing, planning, bike, curious, sports, gourmet...",644,ll,KOR,Flexible_,1118,126.92108989,37.55763392,POINT (126.92108989 37.55763392),210.0,서교동,2018,Seogyo-dong,1114066
209322,237518949732990976,1345463905000.0,@mjthesoul 싸구려 와인이 없어 다행이야. 레드 와인은 더 깊어지게 하거든.. 그게 따스함이든 고독이든,319054087,장명재,1308318919000.0,,3,ll,KOR,mjthesoul,2,126.92153874,37.5538994,POINT (126.92153874 37.5538994),210.0,서교동,2018,Seogyo-dong,1114066
221981,241495540486008832,1346411998000.0,이름이 길고 어려운 와인을 마셔요. :ㅇ (@ 2-CHEF IN RED GLASS) http://t.co/b0Wuf51b,185622934,밍하,1283345538000.0,두려워 말고 얼음위로 나아가라 - ,117,ll,KOR,burninghepburn,150,126.92460145,37.55679368,POINT (126.92460145 37.55679368),210.0,서교동,2018,Seogyo-dong,1114066
269951,243304919896039425,1346843387000.0,오예~ 곱창에 와인~!! (@ 라비린토스 (Labyrinthos)) http://t.co/30RlPAUL,105964419,Ah-Young Roh,1263781966000.0,"웹서비스기획자.^^; 빌더,솔루션,모듈,WEB,어플리케이션,신규서비스 등 기획. 공연,맛집,여행은 다좋아.(업무+스트레칭+커피+잠 으로 짜여진 하루.)",833,ll,KOR,Ashley_Roh,833,126.92059636,37.54940896,POINT (126.92059636 37.54940896),210.0,서교동,2018,Seogyo-dong,1114066
367732,249098939352092672,1348224789000.0,Honey wine  100%꿀을 발효시켜 만든 와인. 꿀물같아. #moonshine   @ 문샤인 http://t.co/kg2BMwds,91933082,태형(공인전파사),1258949224000.0,잠시 플러그를 뽑아 보자....,327,ll,KOR,cpakimth,181,126.91578132,37.55469855,POINT (126.91578132 37.55469855),210.0,서교동,2018,Seogyo-dong,1114066
427641,246521835930415104,1347610360000.0,허니와인 행사위해 또 왔내요 (@ 문샤인) [pic]: http://t.co/9IU77D07,127861916,"koreasool 이대형,전통주연구 ",1269955113000.0,"경기도농업기술원 전통주 연구 / 
보리,산양삼,이천쌀, 연, 파주콩 막걸리, 허니와인 개발 / 전통주 및 지역 특산주  연구&강의&자문 / 수수보리아카데미 강사 / 삶과술 잡지 컬럼 연재중/ 
농림부 술 품질인증제 관능 위원 / aT 전통주 관련 자문위원",613,ll,KOR,koreasool2,309,126.91578132,37.55469855,POINT (126.91578132 37.55469855),210.0,서교동,2018,Seogyo-dong,1114066
462756,255978654344040449,1349865041000.0,닭도리탕 맛집에 왔는데 닭을 못먹는 놈팽이가 있어서 감자탕 흡입; 내 평생가도 닭알러지는 처음 본다;;; (@ 홍기와집) http://t.co/u0D90bkM,461687354, OFbit,1326335489000.0,"Die muhfucka! / 꿈을 심는 해태, 용맹스런 타이거즈 / Natural born 한량 / 엇박자 인생 / 분실 master / Hell yeaH ",97,ll,KOR,Sir_pleasant,175,126.92508443,37.55612549,POINT (126.92508443 37.55612549),210.0,서교동,2018,Seogyo-dong,1114066
515461,260339341904203777,1350904710000.0,와인이 무제한~ (@ 상상마당 카페) http://t.co/QaPL996J,133786431,HYERAN HELEN CHUNG,1271435672000.0,A girl who you'll like soon..;^),1514,ll,KOR,8chR,1189,126.92105234,37.55096981,POINT (126.92105234 37.55096981),210.0,서교동,2018,Seogyo-dong,1114066
599107,254676366895771648,1349554552000.0,핫플레이스~.~ㅋㅋㅋ 와 진짜 여기 대박이다 ㅋㅋㅋㅋㅋㅋㅋ,131450796,메리미,1270890058000.0,9 2 0 6 0 4 ♥ 로맨틱펀치.혜화동소년.몽니.내귀에도청장치.슈퍼키드.데이브레이크.나폴레옹다이나마이트_♪,124,ll,KOR,_merimy,119,126.9265882,37.561535299999996,POINT (126.9265882 37.5615353),214.0,연남동,2018,Yeonnam-dong,1114071
628753,262125199007289344,1351330492000.0,감상적 빗소리가 와인을 그리워하는 밤 (@ 살롱드팩토리 (Salon de Factory)) http://t.co/ow3hwiT2,77701673,aRchie K.아키씨,1254044223000.0,"GENERAList ARCHITECT concerning the Future of SPACE, TECHNOLOGY, CONTENTS & CULTURE / CEO of ARCHIEBRAIN (the Firm) & also running Culture Salon FACTORY",1839,ll,KOR,aRchiebrain,2027,126.92178753,37.55127236,POINT (126.92178753 37.55127236),210.0,서교동,2018,Seogyo-dong,1114066
671107,266830498251296769,1352452322000.0,금요일의 핫플레이스 (@ 홍대입구역 (Hongik Univ. Stn.)) http://t.co/blFcHdQ7,71837906,Ammy H. Lee,1252168348000.0,"Hi, this is Ammy born in US, raised and living in Korea. I am 19-year-old girl full of curiosity on everything!! *paloma faith*wouter hamel*the script*",153,ll,KOR,Ammmmyyy,116,126.92363262,37.55669835,POINT (126.92363262 37.55669835),210.0,서교동,2018,Seogyo-dong,1114066
733587,269436634863378433,1353073674000.0,홍대맛집 부탄츄 와슈미다 비도 오고해서 긴장했는데 손님 아무도 없어서 살짝 당황했음~!ㅋ http://t.co/cTDUoIbO,196069927,Esquilo Jo,1285659580000.0,"까뽀에이라 무젠자 코리아 대표
브라질문화와 예술을 사랑하고 브라질무술 까뽀에이라로 인생을 즐기는 열정의 사나이~! 망원아카데미, 망원동브라질 주민 02)876-5811
Monotor Esquilo
http://t.co/tmeaENb7",175,ll,KOR,EsquiloMuzenza,116,126.9267125,37.5565531,POINT (126.9267125 37.5565531),210.0,서교동,2018,Seogyo-dong,1114066
734386,268212300941520896,1352781770000.0,맛집(?) 난 모르겠네... @ 이런 된장 http://t.co/WMLo4W4v,47290603,Edward Han (꿈투리/충훈),1245053955000.0,아이퐁5사용자(홍콩수입)/홍대/라이온즈/옥상달빛/차가운 체리/넘버원코리안/박솔/좋아밴/어반자카파/바람을 가르고/인디음악/여자사람/제주도/스윙댄스/크림파스타/다큐/라다오천국/앱등이/패시브하우스/하안3동/애인구함/차단 환영/나꼼수팬/,341,ll,KOR,slowhan2000,236,126.91701516,37.5491715,POINT (126.91701516 37.5491715),210.0,서교동,2018,Seogyo-dong,1114066
770107,270376562686308352,1353297770000.0,맛나는 스테이크랑 와인한잔~ @ d.still mixology http://t.co/BbdE6Pg0,72361037,김병우,1252351825000.0,"^^ 다트 너무너무좋아라함 실력은왕초보~ 싱글몰트 좋아하고 아이폰 & X10minipro & 프라다폰 & 갤탭& 블랙베리 전자제품 매니아 macbookpro13,ps3,블루레이,4년째쓰는똑딱이sony w50,canon 30D ψ(｀∇ï¿½)ψ",1584,ll,KOR,kimbyoungwoo,1258,126.92256100000002,37.549915000000006,POINT (126.922561 37.54991500000001),210.0,서교동,2018,Seogyo-dong,1114066
799794,264579106547585024,1351915549000.0,체크아웃 하자마자 홍대 달려와서 이거 먹어야징! 하고 신나게 계획 짰었는데 아침에 냉장고에 사다둔 우유랑 카스테라 먹었더니 배가 안꺼져;ㅁ; 이대로 있다가 영화보러가나? 졸린눈 비벼가며 맛집 검색했는데!,161900205,MJ,1278037934000.0,부끄럽지 않기. ,7,ll,KOR,summer_mika,6,126.92210039999999,37.5512509,POINT (126.9221004 37.5512509),210.0,서교동,2018,Seogyo-dong,1114066
802104,265090563735420928,1352037490000.0,퐁대엔 괜찮은 와인바가 많아서 좋아릴~.~ (@ On The 6) [pic]: http://t.co/W5Hn0diS,555960856,쿨정윤,1334668599000.0,21년 째 내 맴대로 삶 / 홍쿤홍비매니아 / 암한테도 못말ㅎㅏ는 얘기들 몰래하는튓,7,ll,KOR,feelmy36dot5,17,126.92262227,37.55055029,POINT (126.92262227 37.55055029),210.0,서교동,2018,Seogyo-dong,1114066
813200,265456451156332544,1352124724000.0,"브랑끼오 ㅋㅋㅋㅋ


이름은 어려워도, 맛있는 파스타 


#배고파  @ 토토의 와인 구멍가게 http://t.co/2iB9bvEG",169492776,HOT SSUN☀,1279805779000.0, CAT dodo & rere / COLNAGO SUPER / Nikon d80 / Music / Photo / Party / Fashion / 여행 / 영화 / 미술 / 책 / 맥북 / 아이폰4 / 요리 / People / Think / LOVE.........,855,ll,KOR,ssun228,706,126.91902074,37.54879331,POINT (126.91902074 37.54879331),210.0,서교동,2018,Seogyo-dong,1114066
838014,274517840319635458,1354285128000.0,"오랜만 홈메이드 족보없는 바질펜네랑
팔천원짜리 스페인 화이트와인 http://t.co/bTy6J274",262676886,아베끄 상점 (park soyun),1299595545000.0,안녕? 볼케이노 박-:),338,ll,KOR,avequeshop,501,126.92450615,37.55898121,POINT (126.92450615 37.55898121),210.0,서교동,2018,Seogyo-dong,1114066
848610,270835271753408512,1353407135000.0,돈사돈 대신!!! 여기도 맛집인가봐 (@ 서강 껍데기 소금구이) http://t.co/VRn8yGIS,166654871,김기훈,1279130272000.0,와인 마시는걸 좋아하며 노는걸 좋아하는 요리사~,335,ll,KOR,eco1425,335,126.91220572,37.55271086,POINT (126.91220572 37.55271086),210.0,서교동,2018,Seogyo-dong,1114066
889215,270082803209760768,1353227732000.0,@Moonjunwon 신촌으로놀러오세용~~^.^맛집소개해드릴께요ㅎㅎ,206565776,park inae,1287816438000.0,하늘을 날기위해 열심히 달리는중!,53,ll,KOR,S_inae,118,126.9347989,37.5539301,POINT (126.9347989 37.5539301),210.0,서교동,2018,Seogyo-dong,1114066
889878,270507419988279296,1353328969000.0,".
바닥을 헤메는 이 기분은
쿨쿨 잠도 소용없고,,,
엄청 맛나게 구워진 
꼬리꼬리 고르곤졸라 핏자와
달콤 시원한 로제 와인,,,
이런것도 다 소용없구 @ ^_−☆하늘과 바람과 별과 가까운 시간 http://t.co/p3YBsbHg",131416787,katarina Tae,1270878836000.0,"Main business-food vender & food consulting/Side job-Beauty Shop/ travel,golf,movie/맞팔은 정감어린 멘션+실사플픽+상세한 Bio가 필수!!! 트윗은 트윗일뿐 오바하지 말잣!!!시비도 걸지말자!!! #맘마_ #가을_ 당주",2146,ll,KOR,BROOKY_,919,126.91243675,37.55288426,POINT (126.91243675 37.55288426),210.0,서교동,2018,Seogyo-dong,1114066
979866,281028296567828481,1355837341000.0,aka 구디단 송년의 밤 (at 토토의 와인 구멍가게) [pic] — http://t.co/lU696chJ,46589808,Bae Joong-Sub,1244784539000.0,aka SupaSub? '아카수파서브' 혹은 '수파섭' 어떤이는 '배해리'  '순규빠'  'LG트윈스19년회원' '약간의덕후끼' '은근귀여운척' '블랙뮤직' 'LOVE WEB AD Mobile SNS',380,ll,KOR,akaSupaSub,248,126.91901899999999,37.54879511,POINT (126.919019 37.54879511),210.0,서교동,2018,Seogyo-dong,1114066
987038,275860936500330496,1354605347000.0,"맛집을 포기하니
...정말 맛이 없넼ㅋㅋㅋㅋㅋ 이뭐ㅂ...",985687706,KUMA,1354496750000.0,,7,ll,KOR,kumakuma9292,7,126.92465120000001,37.5551283,POINT (126.9246512 37.5551283),210.0,서교동,2018,Seogyo-dong,1114066
1028097,278801363071279105,1355306399000.0,미라짱 히사시부리!*\(^o^)/* 와인건배~~ (@ 코르크) [pic]: http://t.co/4puvh59l,41344647,임여진 (イム yeo jin),1242821056000.0,"평화주의자♪(´ε｀ )
몬헌 플레이 쉬는 중",25,ll,KOR,jets277,28,126.91961926,37.5489282,POINT (126.91961926 37.5489282),210.0,서교동,2018,Seogyo-dong,1114066
1043494,276320813785968640,1354714990000.0,"즈졔스, 브끄쓰나이야 홍대맛집? (at manoffin) [pic] — http://t.co/NzbRCNus",73318511,Maybe Jongkeun,1252647391000.0,IT Planning & LBWA @ a certain Portal that bringing joyful changes to the world,1319,ll,KOR,LoveOfSiberia,1705,126.92306343,37.5561435,POINT (126.92306343 37.5561435),210.0,서교동,2018,Seogyo-dong,1114066
1050586,279522650932523008,1355478367000.0,여기가 자칭 홍대합정 핫플레이스라며? (@ 도미토리 (Domitory)) http://t.co/SnMl0wQr,149046086,쵸사장,1275033865000.0,"합정역 여행정보카페 도미토리

하나투어 상품, 항공권, 숙소예약, 패스 구입, 여행책자, 여행정보지, 여행일정 상담까지 일본 여행에 관련된 모든 것이 있는 카페랍니다 ^^

사슴x 순록o",1018,ll,KOR,domitory_,687,126.91737771,37.55145039999999,POINT (126.91737771 37.55145039999999),210.0,서교동,2018,Seogyo-dong,1114066
1059135,275856306492022785,1354604243000.0,"점저를 먹자
1.A가게가 정기휴일이다
2.B가게는 공사중이다
3.C가게는 생각보다 비싸다
4.D가게는 괜찮겠지...하고 갔더니 저녁준비중
맛집 포기. 지쳐서 그냥 옆가게
5.E에 도착. 주문 완료ㅜㅜ",985687706,KUMA,1354496750000.0,,7,ll,KOR,kumakuma9292,7,126.9240603,37.5548602,POINT (126.9240603 37.5548602),210.0,서교동,2018,Seogyo-dong,1114066
1063184,284632447138795520,1356696638000.0,영기획을 통해 연말결산 1편을 공개했습니다. 개인적으론 올해의 맛집에 가장 많은 공을 들였습니다. 내년에도 모두에게 맛있는 한해가 되길 기원합니다. 감사합니다. http://t.co/x8Ye2dBm,64089669,danpyunsun / MAO,1249783910000.0,"음악가 / 자유기고가 / 자립음악생산조합 운영위원 || 장래희망 : 재벌좌파 || 회기동 단편선 [백년] 절찬리 판매중 || 회기동 단편선 페이스북 페이지에서 공연일정, 비디오 등을 제공합니다. http://www.facebook.com/danpyunsun",4676,ll,KOR,danpyunsun,1790,126.92752195,37.55491065,POINT (126.92752195 37.55491065),210.0,서교동,2018,Seogyo-dong,1114066
1137012,284666838988750848,1356704837000.0,찾는 와인이 다 없어.... (@ 춤선생 Dancing先生 w/ @herosun5) [pic]: http://t.co/x8U8RL5Q,180616482,박지은,1282269515000.0,"Designer, 현실과의 타협따윈 하지 않겠다. 난 아직 젊으니까. 피-스!",36,ll,KOR,P604,39,126.92020727,37.55090773,POINT (126.92020727 37.55090773),210.0,서교동,2018,Seogyo-dong,1114066
1146729,280604624430444544,1355736330000.0,와인..? ㅋㅋ 우아한 저녁이군^^ 스파게티로 만족하자! (@ 알라또레) http://t.co/qgvo0hE8,95569311,Insoo KIM,1260330336000.0,"iPhone5..iPad..Motion Picture Industry..New Media..Human Being..이십년 넘는 세월 영화에 몸담다..나름 얼리어답터로 뉴미디어에 관심갖다..우주와 인간의 존재에 대한 고민과 함께^*^ ps.연예인,정치인,기자는 팔로우 안합니다!",344,ll,KOR,YoungBlood_K,302,126.924784,37.553222999999996,POINT (126.924784 37.553223),210.0,서교동,2018,Seogyo-dong,1114066
1148534,277107618026254336,1354902579000.0,"문샤인에서 가지튀김과 파스타와 떡볶이. 
그리고 와인은 벤치마크시라랑 센트리셀라스(?) 까쇼. (at 문샤인) [pic] — http://t.co/Vb0YBrsr",62048976,†Jinn†,1249138776000.0,"본업 : 빠돌이, 부업 : 회사원 | 
BeerHolic. | 
Rider, Kymco XCITING R500i. | 
찍사, D4, D700.",199,ll,KOR,lovefiaa,127,126.91565006,37.55483873,POINT (126.91565006 37.55483873),210.0,서교동,2018,Seogyo-dong,1114066
1169665,285234796156837888,1356840249000.0,홍대 맛집 추천좀 해주세요ㅜㅜ,553026538,강혜연,1334352794000.0,,29,ll,KOR,girlig83,39,126.9266186,37.558253,POINT (126.9266186 37.558253),210.0,서교동,2018,Seogyo-dong,1114066
1213602,276613968821358592,1354784884000.0,"제목/민주당 이탈 당원 개선장군 돌아오다 !
축제의 술 와인"" 숙성의 기간은 최고의 맛을 기다리는 수순. 
그 동안 바뿐기대가 과 와 허을 초래했다 축배의 술을 담다""
당원의 의무 최선을 위한 최선 "" 은 승리 다""",393200806,신종춘,1318915177000.0,그~생산하는사람. 쇼생크탈출.운동본부.하트299.정책개발자.개발자.발견자.기획자.아리수에 핀 무궁화 꽃.통큰마. 음. 간큰마음환경Artist. 전략가.애풀2050환경Freedom is not free 운동본부발명가 . 환경마켓터,61,ll,KOR,jchoun2050,19,126.91212970000001,37.552915999999996,POINT (126.9121297 37.552916),210.0,서교동,2018,Seogyo-dong,1114066
1260575,296968286258753538,1359637731000.0,"가지튀김과 와인의 조합 
좋으다!! @문샤인 홍대 http://t.co/djsNW8kD",112330061,Elisha LEE,1265599087000.0,"LOVE, Book, IT, SimplyGrow, PrayForUs;  오늘 밤에도 별이 바람에 스치운다.",119,ll,KOR,elisha0904,269,126.91546815,37.55407974,POINT (126.91546815 37.55407974),210.0,서교동,2018,Seogyo-dong,1114066
1279635,287199820697976832,1357308748000.0,홍대 핫플레이스패밀리 결성ㅋㅋㅋㅋ맛있는것만먹고 좋은곳만다니자♥ http://t.co/x2QbZcvh,628626345,한별,1341594140000.0,21.9,5,ll,KOR,Yihanbyeol,22,126.92981040000001,37.5576175,POINT (126.9298104 37.5576175),210.0,서교동,2018,Seogyo-dong,1114066
1293825,296556881562972160,1359539644000.0,뭐 먹지&gt;.&lt; 맛집 추천좀요~ (@ 홍대 걷고싶은거리) http://t.co/CSPo5WS1,103314264,담요,1263055700000.0,"사진, 유머를 즐기며 / 호기심이 삶의 원동력 / 모든 주제와 이야기를 좋아하지만 극단적인 주제나 강요는 절대 반대 / 언젠가 프로방스의 라벤더 들판을 노닐며 지내길 바라는 삶 *포토당(#photodang)당주 *쿠키미디어/기획,PR/불문 *instagramID: linusblanket",4450,ll,KOR,Linusblanket17,1278,126.92471695,37.55611342,POINT (126.92471695 37.55611342),210.0,서교동,2018,Seogyo-dong,1114066
1319407,294755655892471808,1359110199000.0,박찬일 작가와의 보통날의 와인토크 (@ 밤삼킨별) [pic]: http://t.co/1xrcFZeB,48286578,김 경 태 __마른비,1245312602000.0,Say anything,597,ll,KOR,rumaru,311,126.92623936,37.55546294,POINT (126.92623936 37.55546294),210.0,서교동,2018,Seogyo-dong,1114066
1329537,292822209246932994,1358649229000.0,@ejals22 부산도 맛집 정말 많던데! 산책은 배 좀 꺼트리고 또 목겠다는 뭐 그런.. ㅋㅋ,50999226,"Dear, Deer",1246010531000.0,"I AM WHAT I EAT /// 프리랜스 에디터, 번역가 /// 사슴 합정동바 요괴 길치 쫄면 알콜분해무능력자",207,ll,KOR,alittledeer,511,126.91648915,37.54971415,POINT (126.91648915 37.54971415),210.0,서교동,2018,Seogyo-dong,1114066
1349753,291525757631606784,1358340131000.0,강연회 마치고 늦은 저녁. 오랜만에 생선구이. (@ 강녹수 와인생삼겹살) http://t.co/g8dpT0CW,116684150,하늘빛소년,1266913363000.0,"온라인 책방 알라딘에서 인문, 사회, 역사, 과학 분야를 맡습니다. 편집자란 언제나 다른 가능성을 상상하는 사람이라 믿으며, 언젠가 '편집자를 위한 실험실'을 짓고 책과 출판을 연구하는 꿈을 품고 삽니다. #전철에서책읽는사람찾기",3594,ll,KOR,sherpa21,994,126.92258552,37.55728353,POINT (126.92258552 37.55728353),210.0,서교동,2018,Seogyo-dong,1114066
1350842,291842153842343936,1358415566000.0,와인 마시러 옴^ㅁ^ (@ The Spoon) [pic]: http://t.co/rKj3AXJp,485985130,모미a.k.a.닭,1328644798000.0,"그림, 글, 음악 혼자 끄적대는 거 좋아합니다.
트윗은 혼잣말 위주.
책/GReeeeN/Spitz
유비트/한밀아@무토/ダビオナ
보조계정 만듦. 은 @darkhiul_",81,ll,KOR,Darkhiul,81,126.921526,37.549396,POINT (126.921526 37.549396),210.0,서교동,2018,Seogyo-dong,1114066
1359473,292233178263977984,1358508793000.0,와인베리 아슈크림♥.♥ (@ Molly's Pops) [pic]: http://t.co/HVFar3GB,22576699,kirim Lee,1236049967000.0,졸업반 언니. 새내기 부럽부럽. 나도 공연영화뮤지컬전시회 맘껏 가고싶다. 여행하면서 사진찍는 것도. 맛있는 건 정말 참을 수 없어. 홍차마시며 책 읽는(걸 즐기는) 여자 ;-),133,ll,KOR,wnkiki,259,126.92611337,37.55596642,POINT (126.92611337 37.55596642),210.0,서교동,2018,Seogyo-dong,1114066
1361264,290027098427506688,1357982823000.0,세네번내와인 (@ Gmv Bar w/ @toni0402) [pic]: http://t.co/1upfqCAL,202519751,ZOUNI,1287038008000.0,심야영화/MichelGondry/LGtwins/페토/당구/PatrickSuskind/하레와구우/Golf/반신욕/BERNINI/나무키우기/내기/장어/XXIO/SRIXON으로 종종소개되는 DunlopSportsKorea Marketer 입니다. 반갑습니다 :) ,211,ll,KOR,JjoN2,28,126.919969,37.549077000000004,POINT (126.919969 37.549077),210.0,서교동,2018,Seogyo-dong,1114066
1364181,289767405956235264,1357920907000.0,"@HistoryboysKor 가장 ""연강홀 근처 맛집을 잘 알 것 같은(?)""&gt;&gt;히스토리 보이즈!^^ 연강홀에서 만나게될 또하나의 기대작!! 사실은 저도 궁금해서 적어봤어요ㅋㅋㅋ",177441383,경욱 kyung wook,1281585408000.0,"I dream a dream 
to live a life full of Passion & Love.",152,ll,KOR,songbook30,404,126.92064192,37.56561279,POINT (126.92064192 37.56561279),214.0,연남동,2018,Yeonnam-dong,1114071
1389203,292244944469499904,1358511599000.0,홍대 돼지뽈살 맛집에서 저녁 모임합니다~ [@ 통통 돼지뽈살] http://t.co/DBLapsj1 http://t.co/GMH4Ddlb via SeeOn,71194012,안병익,1251961186000.0,"LBS!LBS!LBS!,SLS(Social Location Service),Social Computing;(주)씨온(SeeOn) 대표이사,건국대/강남대 겸임교수;여행,독서,음악,와인;Yonsei Univ.;서울대 AMP 64기;스탠포드 경영대학원 SEIT 4기",19088,ll,KOR,LBSAHN,19646,126.923019,37.554832,POINT (126.923019 37.554832),210.0,서교동,2018,Seogyo-dong,1114066
1425546,295506783320043520,1359289282000.0,오늘은..와인이지롱~~~ 냐하항항항항항 (@ 뿅뿅뿅) http://t.co/tZgRN8Lf,108300119,Ace Zin,1264428421000.0,"www.shingaram.com         
I'm so hot!  I'm so cool~~~!!! ",461,ll,KOR,boobybass,581,126.926616,37.555628999999996,POINT (126.926616 37.555629),210.0,서교동,2018,Seogyo-dong,1114066
1467132,289975829818126336,1357970599000.0,@Secretimehs_b 맛난거 사주려고 왔는데 역시....맛집이라 그런가 사람이 많더라구요....ㅋㅋㅋ 그래서 기다리는 중이에요....ㅋ,511835604,최은석,1330690411000.0,우리는 더~~~행복해질꺼에요♥ / 내사랑 방울방울♥♥♥♥,85,ll,KOR,dmstjr312,201,126.9204881,37.5492598,POINT (126.9204881 37.5492598),210.0,서교동,2018,Seogyo-dong,1114066
1588954,302738823207591936,1361013535000.0,와인 두병째~!!!ㅎㅎㅎ 와인중독증세 http://t.co/6nvqc5lQ,120696920,iamksj,1267947660000.0,I'm immature ,94,ll,KOR,iamksj,87,126.9260817,37.558372799999994,POINT (126.9260817 37.55837279999999),210.0,서교동,2018,Seogyo-dong,1114066
1608242,302403288047943681,1360933536000.0,와인바! ㅋㅋ 잇힝!ㅎㅎ (@ 문샤인) http://t.co/wzJZlnMz,133575000,네경이,1271390271000.0,"행복을 찾아서
IT/photo/travel/book/running",214,ll,KOR,luvmin86,207,126.91578132,37.55469855,POINT (126.91578132 37.55469855),210.0,서교동,2018,Seogyo-dong,1114066
